country_region,confirmed,deaths
US,193830,2571
US,1727,71
US,5646,137
US,3199,67
US,2040,53
US,3429,65
US,34761,550
US,11322,181
US,34219,575
US,11103,143
US,21272,209
US,7365,108
US,101373,1707
US,10790,186
US,10335,204
US,7812,92
US,2644,87
US,59282,672
US,3533,60
US,166653,1519
US,1841,37
US,20287,418
US,24514,321
US,46192,443
US,230449,3945
US,6749,92
US,19051,223
US,2910,60
US,1716,48
US,5004,80
US,5621,99
US,74875,786
US,2065,59
US,4621,113
US,8684,191
US,17792,230
US,13692,207
US,401129,7912
US,7076,106
US,2955,61
US,98593,793
US,8807,92
US,14031,174
US,17968,98
US,7022,80
US,19794,123
US,10902,116
US,3779,50
US,9101,74
US,4940,59
US,10085,117
US,11030,146
US,3501,55
US,13413,138
US,7045,72
US,10583,108
US,5931,75
US,7229,114
US,9100,104
US,6953,60
US,3560,41
US,7018,67
US,1989,34
US,8854,107
US,4468,44
US,47121,529
US,788,250
US,4214,55
US,67056,479
US,36579,305
US,10044,160
US,2557,53
US,4230,108
US,4962,98
US,6462,126
US,7140,120
US,50104,553
US,7132,87
US,3187,59
US,12220,152
US,52230,788
US,4445,104
US,2030,45
US,7416,144
US,4883,75
US,2853,53
US,21178,291
US,15273,178
US,17362,160
US,18801,367
US,6403,120
US,7307,169
US,8308,156
US,17493,237
US,10979,220
US,10612,241
US,10520,169
US,9736,189
US,8212,103
US,7000,148
US,5398,71
US,2539,46
US,3610,79
US,6003,87
US,3387,70
US,1797,46
US,5220,104
US,4081,57
US,5502,62
US,5734,111
US,2844,51
US,4179,103
US,22740,307
US,9280,179
US,18740,241
US,2226,44
US,26987,351
US,3812,71
US,2550,79
US,3334,95
US,69975,1023
US,5741,83
US,9002,210
US,2197,43
US,53990,640
US,7786,164
US,15127,137
US,2549,64
US,3751,96
US,3601,57
US,5353,67
US,6101,118
US,1710,55
US,3006,74
US,4989,45
US,10185,240
US,8040,108
US,5147,93
US,2690,61
US,11109,159
US,93814,918
US,56254,772
US,6103,128
US,5784,120
US,13307,223
US,4719,100
US,8133,102
US,5983,137
US,9025,146
US,3834,80
US,25142,323
US,3052,46
US,29115,272
US,34217,119
US,3943,69
US,17591,173
US,4729,86
US,27340,201
US,2148,47
US,1704,36
US,42888,547
US,6501,73
US,12004,98
US,3588,44
US,78215,289
US,9681,68
US,3371,41
US,4073,782
US,4542,42
US,14922,216
US,6569,110
US,2504,54
US,10056,171
US,7463,239
US,9411,59
US,17947,66
US,32321,228
US,227474,3434
US,103146,1201
US,126478,1795
US,22019,300
US,70063,958
US,77159,1254
US,120296,1532
US,163402,2927
US,24082,341
US,21341,323
US,7021,185
US,2424,64
US,12632,189
US,63041,750
US,19210,330
US,6709,126
US,13391,184
US,2000,51
US,9793,132
US,4997,92
US,40744,744
US,33551,421
US,28422,270
US,2037,70
US,3794,86
US,18579,267
US,59912,510
US,409312,7731
US,15535,221
US,16722,147
US,21563,230
US,9436,120
US,10189,140
US,64574,655
US,212123,2618
US,13761,185
US,8727,125
US,11778,115
US,408824,3826
US,424351,5440
US,54781,783
US,116097,1047
US,8691,113
US,27294,187
US,10094,88
US,0,460
US,23925,121
US,646285,11849
US,31883,249
US,167091,2318
US,93286,891
US,33354,298
US,20141,249
US,10983,82
US,13849,127
US,254506,2708
US,10430,133
US,4563,43
US,52437,554
US,22198,300
US,47572,568
US,15923,266
US,24277,195
US,85271,562
US,16832,242
US,71560,300
US,13513,141
US,20352,67
US,65195,799
US,14270,111
US,117311,1159
US,33102,328
US,48366,445
US,9390,86
US,59452,438
US,15754,208
US,24296,158
US,7854,117
US,5092,80
US,6069,89
US,13685,169
US,278602,1559
US,3430,34
US,50622,388
US,4319,82
US,26520,124
US,15283,118
US,35492,403
US,12781,185
US,21975,268
US,9999,126
US,19351,249
US,21028,331
US,6136,72
US,11839,112
US,21656,303
US,59055,333
US,11225,142
US,3618,57
US,6037,43
US,7065,97
US,3354,34
US,20784,251
US,27449,477
US,14537,141
US,11577,189
US,11183,178
US,10315,167
US,24387,484
US,7959,158
US,11181,214
US,12381,238
US,10214,164
US,44373,272
US,38544,429
US,7783,121
US,7488,125
US,37530,511
US,188020,2056
US,6425,106
US,10598,180
US,6671,121
US,14494,221
US,53406,1083
US,40062,506
US,9685,142
US,25708,482
US,3264,59
US,7760,103
US,25294,293
US,8472,138
US,4612,74
US,8302,125
US,34185,445
US,8457,156
US,19247,296
US,12750,228
US,41604,936
US,15632,102
US,2904,55
US,57725,584
US,12337,206
US,23134,435
US,9006,164
US,31548,354
US,5943,106
US,13572,135
US,39499,386
US,14512,149
US,79216,805
US,4763,54
US,7901,166
US,11056,201
US,15178,289
US,12277,217
US,4165,69
US,1957,52
US,7857,138
US,10836,160
US,2464,41
US,4602,43
US,10302,163
US,11638,132
US,4868,124
US,4161,72
US,19936,339
US,198551,2433
US,4100,85
US,2661,45
US,10622,104
US,10966,203
US,1525,34
US,170681,2155
US,1416,1570
US,2626,53
US,5163,76
US,3210,48
US,15344,69
US,60494,620
US,7607,93
US,6048,79
US,46107,284
US,19762,389
US,57555,531
US,7038,84
US,26547,267
US,8213,108
US,69082,711
US,2953,34
US,114945,1191
US,15313,131
US,5024,78
US,5138,60
US,17782,218
US,265036,3302
US,40210,739
US,29707,612
US,123742,1889
US,44572,734
US,34610,725
US,15925,293
US,92417,1145
US,19309,345
US,15133,244
US,19803,317
US,110601,1868
US,7131,101
US,31069,669
US,2240,35
US,40350,692
US,4125,65
US,8460,104
US,9015,231
US,43733,764
US,18961,414
US,36615,514
US,12292,276
US,4534,93
US,22850,530
US,310563,5085
US,10259,95
US,34479,674
US,8108,156
US,18722,405
US,1052,36
US,11705,153
US,50946,651
US,10191,169
US,79885,1370
US,5091,105
US,118846,1494
US,20186,90
US,32667,224
US,6642,69
US,57741,986
US,3425,75
US,5812,102
US,43056,376
US,8720,157
US,8849,220
US,18885,309
US,55906,491
US,22541,304
US,5889,93
US,4251,94
US,95691,865
US,8539,161
US,7853,105
US,3955,76
US,7726,148
US,8526,146
US,77541,670
US,8100,52
US,10293,121
US,2751,44
US,2927,35
US,8411,99
US,5887,78
US,1281,35
US,3136,42
US,2039,50
US,1064,34
US,4315,58
US,1733,36
US,6570,83
US,57057,514
US,2427,53
US,2973,53
US,1964,62
US,22077,333
US,14954,235
US,4661,56
US,4199,63
US,8956,156
US,16476,335
US,9102,178
US,2288,50
US,16941,267
US,16103,326
US,6278,101
US,12792,201
US,11421,185
US,12854,180
US,9407,190
US,6779,109
US,3986,73
US,8268,160
US,2678,61
US,15716,263
US,127493,1371
US,2746,43
US,7742,103
US,3570,60
US,8442,145
US,8858,131
US,10361,123
US,7647,120
US,14555,241
US,50206,574
US,6188,86
US,10763,193
US,48451,266
US,7139,123
US,2329,56
US,1768,36
US,4732,72
US,15782,233
US,95710,897
US,9037,117
US,4216,68
US,6161,84
US,53161,726
US,5167,96
US,1847,48
US,12996,176
US,9523,151
US,41643,482
US,13554,231
US,5743,73
US,21757,236
US,557951,6111
US,4069,70
US,5009,66
US,10961,168
US,14205,175
US,5705,48
US,102771,2021
US,1527,36
US,10322,69
US,1632,71
US,34021,547
US,3599,78
US,17526,210
US,1882,45
US,2153,41
US,569947,6736
US,6461,99
US,3364,70
US,2819,113
US,37461,700
US,8685,123
US,4770,105
US,1950,48
US,183651,1214
US,5839,93
US,5377,109
US,23174,682
US,8472,119
US,1020609,10912
US,60164,497
US,7710,161
US,13394,273
US,7212,178
US,6806,184
US,15756,362
US,6731,135
US,3254,59
US,6081,187
US,47161,835
US,43299,733
US,5766,70
US,35400,536
US,8186,117
US,9649,182
US,4341,122
US,4244,119
US,3718,93
US,2141,42
US,3901,97
US,1687,59
US,8340,175
US,40552,495
US,1475,36
US,1863,48
US,3061,99
US,99675,1491
US,2420,48
US,7827,247
US,35686,717
US,977,37
US,10797,232
US,1242,89
US,1066,44
US,5540,100
US,1837,45
US,2786,84
US,30664,462
US,242271,1724
US,7874,182
US,10362,280
US,18648,411
US,18453,212
US,10956,157
US,8004,288
US,1311,41
US,3914,93
US,4046,68
US,51544,247
US,20694,167
US,100190,402
US,3981,48
US,10053,81
US,63488,648
US,12731,106
US,12632,73
US,10176,47
US,6730,35
US,15882,111
US,3388,98
US,7216,88
US,19035,214
US,3225,47
US,4878,117
US,6831,83
US,6664,146
US,2496,45
US,50060,490
US,2615,42
US,11358,148
US,3314,47
US,1158,54
US,178336,1441
US,1982,42
US,2552,47
US,2466,54
US,20580,244
US,5304,42
US,7043,156
US,27791,326
US,21791,280
US,13276,159
US,6105,119
US,7283,115
US,14900,119
US,68599,379
US,20044,266
US,9129,70
US,6091,119
US,1830,46
US,18677,150
US,36289,396
US,2169,46
US,6801,86
US,5597,120
US,3631,93
US,8281,138
US,14032,196
US,5132,58
US,8588,77
US,7232,135
US,4922,52
US,21107,280
US,21267,368
US,3268,78
US,6839,111
US,5727,110
US,10806,222
US,8769,171
US,26955,297
US,30373,175
US,2424,41
US,8560,154
US,5329,60
US,3256,51
US,9845,106
US,20129,161
US,11386,140
US,88711,794
US,22922,345
US,32501,212
US,25685,216
US,10090,75
US,8436,62
US,17531,247
US,12333,141
US,2497,36
US,22121,204
US,152103,1129
US,124260,1365
US,8122,144
US,8696,90
US,35712,289
US,2340,40
US,9512,157
US,6704,142
US,6881,131
US,47130,711
US,5610,73
US,7857,156
US,7934,122
US,24662,196
US,4174,46
US,7304,96
US,11054,166
US,2065,36
US,16672,175
US,22713,341
US,3162,36
US,2805,52
US,9816,122
US,4334,84
US,22180,343
US,3286,36
US,84190,549
US,14517,121
US,7607,121
US,126317,507
US,31832,273
US,9217,53
US,5658,43
US,21529,240
US,44255,626
US,5839,59
US,34861,182
US,5202,90
US,7022,148
US,39263,489
US,11610,123
US,269780,2285
US,12015,89
US,11393,119
US,22306,185
US,18021,160
US,3418,54
US,15906,132
US,4554,62
US,32516,316
US,8398,63
US,6043,96
US,5221,89
US,38070,341
US,13631,251
US,51726,380
US,20957,230
US,9880,48
US,4619,52
US,3633,57
US,8049,78
Uganda,164051,3597
Ukraine,163768,2973
Ukraine,126202,2751
Ukraine,157596,4866
Ukraine,303551,9454
Ukraine,201270,3703
Ukraine,226220,5019
Ukraine,45117,1741
Ukraine,80033,2392
Ukraine,303357,6569
Ukraine,325462,5917
Ukraine,171031,2530
Ukraine,73298,2088
Ukraine,182268,3208
Ukraine,132045,2394
Ukraine,112462,2724
Ukraine,215070,5866
Ukraine,192801,3538
United Arab Emirates,895465,2302
United Kingdom,12901,131
United Kingdom,6162,62
United Kingdom,23684,43
Uzbekistan,238288,1637
Venezuela,522042,5701
Vietnam,10432547,42944
US,25573,366
US,1170,57
US,1984,82
US,0,87
China,67801,3174
Austria,7657,58
Denmark,2046,52
France,32964,1995
Indonesia,1046,87
Japan,1468,49
"Korea, South",9332,139
Spain,65719,5138
Sweden,3069,105
United Kingdom,14543,759
Afghanistan,153306,7127
Algeria,196915,5339
Argentina,5195601,112195
Australia,30807,173
Australia,22570,823
Austria,691663,10778
Azerbaijan,432495,5722
Bahamas,18576,412
Bahrain,272709,1388
Benin,15932,131
Botswana,159317,2276
Brazil,87835,1814
Brazil,122457,1954
Brazil,1222427,26510
Brazil,932267,24041
Brazil,564402,12283
Brazil,823246,22543
Brazil,349894,10051
Brazil,519032,13269
Brazil,1462480,37614
Brazil,609157,19425
Brazil,316900,6950
Brazil,365294,7270
Brazil,1410394,34268
Brazil,1132381,62774
Brazil,263586,6481
Brazil,4275258,146179
Brazil,277502,5998
Brazil,219465,3693
Bulgaria,459051,19001
Burkina Faso,13798,171
Burma,406099,15600
Cabo Verde,35624,314
Cambodia,93926,1928
Cameroon,84210,1357
Canada,167654,1824
Canada,58793,1192
Chile,26648,524
Chile,88470,1395
Chile,29242,497
Chile,101130,1764
Chile,68269,1528
Colombia,6798,254
Colombia,736811,15862
Colombia,13142,446
Colombia,104793,2532
Colombia,35336,911
Colombia,55149,1496
Colombia,103237,3696
Colombia,262458,6766
Colombia,42064,1323
Colombia,87452,2208
Colombia,88812,2970
Colombia,89067,4186
Colombia,16089,660
Colombia,87169,2206
Colombia,224141,7224
Colombia,58745,1610
Colombia,106901,3615
Colombia,2910,50
Comoros,4076,147
Congo (Brazzaville),13588,183
Congo (Kinshasa),55146,1059
Cote d'Ivoire,56521,451
Cuba,665672,5464
Cyprus,114366,508
Denmark,347212,2584
Djibouti,11765,157
Ethiopia,310994,4711
Fiji,47256,505
France,45393,508
France,6649966,113014
Gabon,25888,166
Georgia,556909,7563
Germany,532445,10493
Germany,194562,3595
Germany,112067,3825
Germany,29714,498
Germany,312126,7638
Germany,46492,1192
Germany,280753,5859
Germany,167747,3931
Germany,290044,10167
Germany,101061,3497
Ghana,120003,1047
Guinea,29605,341
Guinea-Bissau,5854,120
Honduras,342508,8998
India,590553,5677
India,725728,9654
India,65110,814
India,1004528,13555
India,214004,3604
India,2951844,37361
India,4122133,21149
India,792197,10516
India,6473674,137551
India,30204,624
India,1009223,8028
India,123802,1815
India,658689,3878
India,343034,7387
Indonesia,4100138,133676
Ireland,352529,5112
Italy,446729,7761
Italy,412791,13372
Italy,111130,3804
Italy,375407,8524
Italy,110110,4386
Italy,871038,33927
Italy,110910,3047
Italy,264061,6714
Italy,12025,473
Jamaica,69054,1568
Japan,87375,1048
Japan,2621,36
Japan,8905,166
Japan,15997,202
Japan,15293,160
Japan,19186,182
Japan,67607,1340
Japan,21079,194
Japan,3092,49
Japan,8293,51
Japan,151507,1131
Japan,13583,139
Japan,6916,55
Japan,43857,259
Japan,11010,96
Japan,13545,105
Japan,2791,63
Japan,349909,2510
Japan,4693,55
Japan,3285,50
Kenya,237851,4746
"Korea, South",257110,2308
Kosovo,148492,2557
Kuwait,410072,2421
Latvia,143446,2580
Liberia,5594,245
Madagascar,42873,956
Malaysia,1786004,17191
Maldives,81474,226
Malta,36322,441
Mexico,31341,2621
Mexico,20194,1708
Mexico,63060,7776
Mexico,82590,6837
Mexico,26796,1639
Mexico,156407,11545
Mexico,135613,14875
Mexico,339258,41026
Mexico,65349,6919
Mexico,29872,2439
Mexico,108330,13453
Mexico,85864,4933
Mexico,54833,3757
Mexico,90974,5965
Mexico,87537,5934
Mexico,25616,2735
Mexico,38639,3096
Moldova,268892,6411
Morocco,872351,12819
Namibia,125206,3394
Nepal,765914,10786
Netherlands,15379,147
Netherlands,38369,353
Netherlands,335530,2698
Netherlands,3775,56
Netherlands,150050,1296
Netherlands,33412,253
Nicaragua,11735,200
Niger,5863,199
Nigeria,193644,2488
North Macedonia,178159,5987
Norway,163364,822
Pakistan,100242,868
Panama,458638,7069
Peru,31093,1233
Peru,25765,1478
Peru,112914,9567
Peru,32726,2072
Peru,64734,4063
Peru,13764,761
Peru,15480,1029
Peru,29478,1938
Peru,18301,1544
Peru,31959,3074
Poland,2889412,75367
Romania,1101678,34617
Russia,70922,3613
Russia,20728,315
Russia,52870,1458
Russia,49378,1014
Russia,85709,2790
Russia,31840,2031
Russia,45452,1484
Russia,7041,206
Russia,28274,544
Russia,45206,598
Russia,61272,782
Russia,54264,483
Russia,63837,1491
Russia,52593,1286
Russia,1570631,27543
Russia,68467,1846
Russia,74046,1931
Russia,88707,4141
Russia,62750,1052
Russia,47068,685
Russia,30784,221
Russia,91088,3272
Russia,81316,2360
Russia,45800,1511
Russia,75943,2371
Russia,124616,5262
Russia,25560,685
Russia,41020,544
Russia,46799,1589
Russia,74872,2324
Russia,49570,1716
Russia,62234,1636
Russia,119493,4038
Russia,47772,625
Rwanda,88682,1105
Saint Lucia,8542,108
Sao Tome and Principe,2634,37
Senegal,72977,1780
Serbia,769803,7322
Sierra Leone,6369,121
Singapore,67991,55
Somalia,17630,992
South Africa,2796405,82914
Spain,787610,10836
Spain,70385,2054
Spain,92348,944
Spain,44810,600
Spain,897205,15322
Spain,7289,125
Spain,183247,2571
Spain,39032,818
Spain,878157,15901
Spain,81637,1227
Spain,254705,4787
Suriname,29921,730
Sweden,13183,130
Sweden,42310,321
Sweden,12910,126
Sweden,44598,557
Sweden,24939,247
Sweden,27092,275
Sweden,33057,342
Sweden,43607,640
Sweden,161622,1763
Sweden,267760,4373
Sweden,41508,541
Sweden,24562,181
Sweden,28710,355
Sweden,196488,2388
Switzerland,785696,11011
Syria,28174,2023
Tajikistan,17284,125
Tanzania,1367,50
Thailand,1234487,12103
Togo,21785,187
US,33480,388
US,3545,74
US,8699,145
US,4229,68
US,1916,46
US,8110,146
US,1579,35
US,5823,149
US,4354,170
US,11051,211
US,2517,66
US,2678,46
US,8369,124
US,102537,1660
US,20361,193
US,1617,55
US,44541,555
US,64421,1042
US,2819,63
US,4054,84
US,2556,54
US,5566,51
US,32623,276
US,10945,194
US,5675,163
US,30607,486
US,9274,298
US,2325,43
US,3623,79
US,38613,220
US,9393,50
US,13919,67
US,8310,248
US,6343,91
US,2704,82
US,645864,10831
US,28612,851
US,18639,572
US,1792,36
US,3921,59
US,2873,46
US,3035,61
US,2832,40
US,18714,210
US,17826,191
US,1523,51
US,2637,45
US,2212,52
US,3758,41
US,2746,46
US,1697,44
US,7017,118
US,2764,59
US,4272,92
US,10734,134
US,54486,810
US,16971,214
US,19785,307
US,2342,57
US,4298,52
US,1469,37
US,40497,413
US,4144,71
US,4599,53
US,13678,122
US,126250,1478
US,26715,266
US,16365,240
US,7508,85
US,306581,5236
US,31104,331
US,6767,65
US,332082,5364
US,336382,3909
US,47538,591
US,25729,284
US,39500,483
US,41521,293
US,75735,1159
US,12161,136
US,7143,72
US,55768,870
US,17264,235
US,8865,55
US,66753,757
US,69315,766
US,5664,77
US,3246,76
US,4746,47
US,31892,261
US,4193,69
US,4296,74
US,2168,69
US,20963,440
US,91375,2476
US,15709,300
US,13860,377
US,99059,2167
US,29239,559
US,34171,285
US,5391,62
US,29388,394
US,4677,58
US,2623,45
US,18845,437
US,50028,551
US,5637,97
US,150755,1483
US,7659,99
US,2544,44
US,23884,482
US,3176,49
US,45826,663
US,44354,332
US,5685,56
US,55494,689
US,47416,996
US,9519,52
US,5989,89
US,202102,1310
US,200427,2883
US,65503,802
US,10384,160
US,34233,221
US,12422,284
US,3792,48
US,5277,56
US,3901,52
US,2207,45
US,2271,48
US,12512,157
US,2945,87
US,3131,53
US,2747,53
US,10326,137
US,4020,92
US,1409,70
US,14493,258
US,33760,519
US,38374,360
US,6504,135
US,3267,48
US,18134,251
US,79819,1119
US,4049,81
US,19340,250
US,1678,50
US,7456,92
US,3734,87
US,3143,82
US,15299,253
US,28350,220
US,117501,1528
US,3906,95
US,13535,246
US,9933,139
US,3088,75
US,116602,1262
US,32312,521
US,33256,367
US,20746,281
US,12475,165
US,1864,43
US,1081,45
US,6380,76
US,3956,86
US,4079,60
US,3048,56
US,2884,89
US,6086,99
US,4853,75
US,37458,743
US,3590,75
US,4475,82
US,3737,72
US,3225,50
US,7123,106
US,3396,83
US,1027,51
US,6532,143
US,1555,66
US,4733,136
US,9460,96
US,13047,274
US,19927,267
US,1149,50
US,45779,466
US,7848,73
US,10002,125
US,3974,49
US,16170,180
US,32078,344
US,2189,46
US,22364,255
US,2597,34
US,1540,43
US,4096,86
US,4467,78
US,2059,44
US,2880,36
US,2073,42
US,4535,64
US,2319,34
US,5695,71
US,6930,73
US,5555,128
US,3088,52
US,15788,228
US,14629,103
US,74077,1043
US,5314,94
US,36182,559
US,3393,53
US,31715,304
US,1756,34
US,4887,96
US,4331,75
US,4619,95
US,6713,84
US,24966,352
US,4989,91
US,2270,49
US,16858,334
US,22905,253
US,18914,317
US,2827,42
US,7574,174
US,10231,141
US,37270,534
US,4146,63
US,49389,725
US,9484,161
US,1526,34
US,1241,45
US,6682,116
US,16095,211
US,3644,102
US,5212,89
US,3489,94
US,12644,205
US,3312,68
US,2048,35
US,5598,102
US,3455,86
US,41117,434
US,9936,154
US,5466,80
US,12645,251
US,5547,87
US,4213,90
US,21854,405
US,15893,364
US,118793,1891
US,8062,152
US,1299,40
US,6815,98
US,2592,61
US,20682,335
US,1423,50
US,4817,66
US,2785,84
US,3593,61
US,5908,100
US,2536,60
US,4582,64
US,2695,47
US,25609,237
US,3006,43
US,8692,205
US,3509,82
US,3679,56
US,2899,56
US,18512,330
US,3131,65
US,2218,35
US,4591,40
US,3043,53
US,1496,56
US,14164,217
US,2089,44
US,2031,52
US,1619,35
US,2125,46
US,1924,75
US,1015,37
US,3184,58
US,2375,68
US,4752,69
US,23994,349
US,2571,52
US,4168,81
US,2077,61
US,4216,82
US,63926,659
US,12473,180
US,22060,254
US,2261,73
US,6441,92
US,6016,102
US,9060,102
US,4671,116
US,2289,50
US,4052,74
US,6679,77
US,6456,84
US,4278,48
US,4196,74
US,2136,42
US,9162,108
US,3726,89
US,3443,48
US,4586,92
US,1710,56
US,2276,43
US,9636,145
US,4160,43
US,22135,399
US,5992,109
US,4548,66
US,4344,80
US,9567,96
US,1799,34
US,4431,56
US,2093,41
US,43532,334
US,5412,65
US,5979,108
US,13822,189
US,2713,56
US,98866,1420
US,5242,49
US,10879,87
US,3182,64
US,11994,118
US,4174,69
US,2111,44
US,8620,140
US,2472,34
US,3680,35
US,3380,59
US,8916,86
US,4224,70
US,4172,57
US,1947,42
US,6046,65
US,4257,97
US,20315,213
US,3365,47
US,6423,146
US,5084,99
US,2218,87
US,19539,350
US,30815,518
US,1842,57
US,2840,67
US,4291,98
US,59458,1036
US,5524,117
US,4227,109
US,16603,258
US,6178,102
US,22700,302
US,4080,94
US,5664,110
US,43972,908
US,27469,510
US,3613,34
US,3579,79
US,3713,70
US,6459,80
US,3215,61
US,12678,309
US,7761,140
US,7885,189
US,40332,622
US,21178,425
US,18076,272
US,9175,153
US,5833,130
US,1662,44
US,2354,52
US,8811,89
US,2519,59
US,18491,212
US,1694,41
US,3896,71
US,7776,113
US,2634,36
US,7764,218
US,70199,1716
US,10227,262
US,7181,161
US,12542,223
US,3335,68
US,21621,351
US,2272,69
US,18070,310
US,92175,1628
US,2803,44
US,7142,138
US,2369,49
US,0,48
US,15612,488
US,72225,1783
US,57454,1563
US,59006,1821
US,53250,1472
US,12088,166
US,2505,66
US,886,40
US,16531,303
US,5551,102
US,15578,327
US,5899,80
US,2691,88
US,4496,95
US,2937,74
US,10926,213
US,2603,45
US,1530,53
US,7050,103
US,4301,122
US,4297,86
US,1144,53
US,17119,305
US,25208,418
US,9791,210
US,10162,176
US,18394,203
US,5331,66
US,26821,155
US,2548,41
US,1114,34
US,22823,637
US,6962,112
US,176456,5302
US,2997,49
US,4622,69
US,6141,98
US,11561,51
US,6752,56
US,8701,92
US,7412,100
US,5115,83
US,3987,37
US,135612,1838
US,4934,70
US,7210,88
US,3809,54
US,4509,62
US,3557,47
US,4321,50
US,15036,108
US,6358,89
US,4120,75
US,56641,929
US,1925,46
US,8777,114
US,19315,326
US,17640,159
US,4720,80
US,2950,80
US,2651,61
US,2583,82
US,2701,64
US,3880,89
US,27741,315
US,3293,96
US,29392,535
US,2447,81
US,21530,297
US,2951,54
US,12203,194
US,1296,35
US,7574,130
US,9563,110
US,13555,197
US,4241,136
US,5891,150
US,1594,47
US,6404,112
US,8027,185
US,1805,45
US,5044,125
US,20090,328
US,3977,105
US,2306,41
US,3261,49
US,3950,101
US,4024,75
US,2995,80
US,5316,84
US,6423,143
US,3947,58
US,3981,83
US,2268,40
US,22572,118
US,12591,170
US,5550,60
US,5673,114
US,10639,145
US,12072,143
US,12975,186
US,2491,71
US,12047,153
US,3213,45
US,12572,194
US,50282,567
US,27829,278
US,6151,64
US,4937,115
US,4133,63
US,4833,97
US,2687,49
US,3243,34
US,3501,42
US,50590,508
US,10541,128
US,117788,2396
US,29079,566
US,8448,132
US,3374,56
US,2344,43
US,16066,64
US,2492,43
US,7846,94
US,1324,50
US,4480,90
US,20628,296
US,5521,57
US,71755,718
US,7863,117
US,3874,60
US,4152,50
US,22854,131
US,7535,134
US,2527,50
US,305401,5255
US,3821,42
US,4654,77
US,54746,747
US,38973,655
US,10519,121
US,26444,278
US,10934,102
US,100377,3077
US,33562,667
US,10773,180
US,36424,974
US,98599,2390
US,83431,2230
US,77054,1962
US,6731,193
US,15051,313
US,75737,2006
US,10732,243
US,10809,177
US,3101,130
US,4908,92
US,13775,248
US,11725,156
US,1483,62
US,2032,56
US,27020,364
US,196531,6647
US,20201,372
US,6183,94
US,7192,97
US,8325,140
US,4371,105
US,4396,65
US,32179,467
US,94937,1852
US,4921,94
US,3714,82
US,5629,111
US,6724,70
US,4851,61
US,74577,1130
US,4726,131
US,199230,3221
US,154876,4579
US,24195,523
US,42691,687
US,8012,94
US,3857,49
US,0,274
US,11402,94
US,82529,1886
US,17350,179
US,2207,57
US,7520,148
US,7373,78
US,4119,65
US,5279,56
US,15407,264
US,115,35
US,4251,73
US,3486,58
US,6379,75
US,137492,2311
US,3719,54
US,5367,96
US,3098,61
US,5519,106
US,4774,77
US,13004,185
US,27780,279
US,11045,111
US,6616,58
US,23638,331
US,14586,249
US,37966,391
US,20829,222
US,6538,115
US,8210,55
US,6846,91
US,2906,50
US,6629,121
US,15123,201
US,23645,254
US,27619,257
US,7806,90
US,7588,132
US,12352,89
US,3837,45
US,2890,53
US,6668,66
US,137078,1056
US,11299,213
US,22408,177
US,10035,102
US,3979,90
US,4172,77
US,24716,119
US,17708,260
US,6036,119
US,21871,330
US,9576,190
US,9014,244
US,4752,97
US,9556,152
US,9936,187
US,30023,257
US,5542,92
US,5577,34
US,13474,247
US,11195,193
US,4954,57
US,17359,202
US,5566,52
US,5468,42
US,7644,182
US,3899,60
US,15868,316
US,22975,269
US,4618,71
US,10220,236
US,4717,112
US,4926,100
US,18435,212
US,7583,155
US,3066,66
US,2954,68
US,4574,70
US,2973,103
US,6424,166
US,23105,404
US,18544,229
US,46886,844
US,24496,623
US,1722,41
US,5220,86
US,12359,237
US,1469,40
US,4027,83
US,9612,126
US,14630,219
US,6088,131
US,8474,115
US,5299,98
US,52429,1033
US,18119,496
US,9525,261
US,2808,67
US,4033,80
US,7467,84
US,20204,201
US,7767,137
US,17645,213
US,9158,186
US,8610,144
US,4236,83
US,1719,40
US,6098,136
US,4067,80
US,6537,77
US,2446,64
US,2344,47
US,11480,202
US,5930,95
US,5705,82
US,5920,83
US,93253,1273
US,7142,142
US,2851,35
US,9043,142
US,18777,214
US,2919,45
US,5805,84
US,21143,206
US,8711,83
US,29454,361
US,5556,63
US,11724,117
US,2131,37
US,6546,90
US,110456,2076
US,6434,151
US,14126,346
US,6357,100
US,65170,1345
US,19248,430
US,15570,449
US,3419,99
US,9264,166
US,3927,69
US,56048,1440
US,3056,43
US,22790,433
US,14231,335
US,3643,43
US,5502,137
US,6928,184
US,3586,100
US,2313,90
US,59796,1195
US,8500,230
US,42925,883
US,34193,843
US,3980,75
US,10490,273
US,5679,183
US,16265,330
US,2096,67
US,166713,3834
US,4409,55
US,15696,421
US,3883,87
US,8561,220
US,3318,114
US,6367,90
US,4455,106
US,2852,107
US,19576,320
US,36940,802
US,11109,181
US,3041,42
US,22717,256
US,29026,558
US,3250,63
US,23432,240
US,25368,229
US,1570,45
US,5856,118
US,4286,121
US,26870,261
US,22527,450
US,9642,177
US,2621,60
US,9928,163
US,13163,186
US,45150,558
US,4122,64
US,12399,153
US,23108,332
US,58850,637
US,2095,49
US,3619,84
US,4862,109
US,38994,421
US,3035,42
US,4827,83
US,1127,42
US,3542,50
US,9175,78
US,2181,51
US,7722,135
US,2104,43
US,19177,214
US,18469,161
US,5080,66
US,2877,55
US,5873,104
US,104846,1006
US,2017,40
US,6954,116
US,6303,88
US,4826,100
US,10266,181
US,2188,36
US,1500,36
US,2477,36
US,62690,712
US,7372,77
US,4545,80
US,16462,188
US,8348,111
US,3794,58
US,26217,241
US,5522,101
US,24002,107
US,3783,63
