country_region,confirmed,deaths
US,4193,48
US,6539,123
US,2918,36
US,5015,56
US,3235,65
US,2975,108
US,45855,681
US,4102,100
US,36124,643
US,9602,116
US,104206,2866
US,44129,855
US,55510,1307
US,9164,207
US,17061,434
US,30464,640
US,87840,2280
US,33937,950
US,75682,2149
US,13963,302
US,9953,236
US,58408,942
US,2893,124
US,781,44
US,24865,486
US,6876,139
US,8314,194
US,3356,92
US,12339,477
US,3663,75
US,12105,240
US,6806,116
US,24614,352
US,18539,363
US,5686,89
US,4041,104
US,3870,60
US,2350,37
US,29371,444
US,4392,91
US,3394,78
US,6058,68
US,2779,36
US,4533,89
US,183108,3168
US,137618,4476
US,22438,510
US,3107,83
US,0,242
US,276149,9908
US,74590,1826
US,46829,957
US,2001,56
US,200333,3390
US,6627,73
US,3779,62
US,4307,52
US,5737,68
US,129313,2279
US,3570,52
US,2168,41
US,1782,44
US,22117,260
US,11570,227
US,29582,309
US,6319,137
US,36483,382
US,7013,51
US,26883,437
US,5992,83
US,48157,711
US,5643,112
US,4450,96
US,10271,161
US,2109,64
US,21965,223
US,6085,79
US,10215,86
US,3153,40
US,1603,42
US,5289,63
US,8968,190
US,11613,194
US,19383,167
US,1888,59
US,17449,148
US,8568,101
US,3413,83
US,3440,71
US,15168,230
US,7758,120
US,7402,213
US,7896,134
US,4162,80
US,24659,223
US,88747,728
US,11327,246
US,6778,113
US,4097,51
US,15884,192
US,4898,51
US,3535,81
US,2409,55
US,11829,237
US,4329,94
US,7036,178
US,1938,48
US,14191,303
US,20006,249
US,8959,229
US,2677,58
US,5397,128
US,8028,160
US,16445,203
US,2388,50
US,15207,246
US,3210,52
US,80887,1233
US,2736,65
US,1129,37
US,2720,67
US,3576,63
US,2661,101
US,5496,121
US,3158,53
US,16578,218
US,3861,76
US,25480,490
US,43070,804
US,4418,63
US,22146,593
US,1471,40
US,4844,85
US,10783,222
US,1350,43
US,3716,81
US,1757,41
US,2964,50
US,13139,211
US,3834,102
US,6913,158
US,5428,124
US,6497,103
US,5334,124
US,16392,477
US,8570,246
US,2461,64
US,5272,109
US,9049,218
US,13247,194
US,2339,56
US,3188,43
US,2898,58
US,6124,78
US,3976,96
US,31221,430
US,6997,163
US,4078,104
US,4661,94
US,7809,139
US,5968,128
US,3129,56
US,4287,64
US,2013,61
US,87246,1297
US,3804,81
US,4766,76
US,8703,76
US,5151,78
US,8388,130
US,2878,78
US,4136,56
US,4881,104
US,75151,1109
US,5223,118
US,5320,76
US,3560,63
US,22767,316
US,39422,606
US,3866,53
US,8388,86
US,26255,238
US,101175,1976
US,6034,90
US,60533,1301
US,17433,415
US,37585,801
US,3181,92
US,8567,147
US,3675,66
US,5843,133
US,7429,151
US,52085,1389
US,20975,415
US,15294,370
US,3286,40
US,6338,176
US,3318,98
US,2128,86
US,11849,285
US,3759,72
US,9585,257
US,69980,1716
US,2006,66
US,35660,711
US,9598,357
US,3810,100
US,152956,3667
US,7967,212
US,2627,62
US,3033,108
US,6124,87
US,46271,810
US,18715,364
US,6891,41
US,17505,229
US,6131,156
US,4887,105
US,3453,114
US,8538,177
US,18189,222
US,3152,44
US,17862,419
US,1931,51
US,39263,580
US,2407,47
US,7548,141
US,7487,170
US,33663,488
US,3535,107
US,5094,106
US,47117,571
US,1832,51
US,10501,209
US,3167,83
US,4098,100
US,31824,385
US,2964,40
US,5626,93
US,4648,82
US,3242,66
US,2520,41
US,3004,47
US,8709,77
US,31696,360
US,13831,200
US,2228,43
US,6546,130
US,1679,41
US,15192,153
US,3655,83
US,2172,51
US,3197,74
US,4538,100
US,6951,125
US,2043,49
US,90093,949
US,5157,83
US,2653,49
US,1792,35
US,8636,174
US,44976,499
US,2715,62
US,3827,77
US,3239,76
US,2864,46
US,1328,36
US,6281,125
US,51677,639
US,3232,47
US,4374,66
US,13604,173
US,2855,54
US,5920,97
US,3032,61
US,11475,178
US,6345,105
US,43448,442
US,3190,45
US,17164,303
US,24305,350
US,7443,104
US,16912,135
US,14787,249
US,2976,34
US,6217,127
US,2198,37
US,3506,73
US,1688,34
US,7072,220
US,27567,252
US,827,36
US,2439,48
US,4798,65
US,41201,1647
US,1259,44
US,1959,83
US,4259,142
US,10808,298
US,1561,51
US,7297,86
US,303210,4076
US,1930,59
US,1274,41
US,1362,49
US,17410,377
US,136028,2710
US,23025,315
US,4216,69
US,2738,65
US,68725,680
US,1452,44
US,2752,57
US,3757,71
US,15109,216
US,399829,6430
US,4918,109
US,5974,191
US,91358,2878
US,4528,109
US,2866,103
US,3152,111
US,2495,92
US,19772,434
US,4316,104
US,19943,368
US,16246,260
US,2655,93
US,5878,156
US,2343,83
US,2513,76
US,1645,43
US,49318,791
US,4216,114
US,10451,356
US,17665,271
US,2108,71
US,54376,589
US,5863,143
US,1545,51
US,42997,825
US,2909,75
US,1631,75
US,3365,118
US,699,37
US,2173,43
US,1704,68
US,20452,481
US,9464,298
US,15808,411
US,1695,56
US,3735,84
US,83722,1023
US,1275,42
US,3301,75
US,3594,72
US,4385,119
US,8815,131
US,4222,49
US,4140,94
US,44133,794
US,4202,116
US,15115,377
US,3031,88
US,46690,476
US,4592,69
US,7398,121
US,3462,129
US,2181,45
US,1870,41
US,38656,172
US,7440,44
US,4174,36
US,30875,220
US,7491,103
US,2856,42
US,5787,83
US,11835,137
US,1363,49
US,2953,37
US,5884,73
US,6525,103
US,1561,35
US,1466,43
US,28027,440
US,1716,61
US,4457,139
US,672,42
US,1173,53
US,2245,49
US,1489,35
US,10617,178
US,2619,75
US,4633,72
US,7873,154
US,4307,47
US,1618,77
US,2331,67
US,807,36
US,1922,48
US,2069,56
US,9123,199
US,2177,34
US,2670,61
US,4369,132
US,2968,94
US,7970,191
US,3033,58
US,4977,110
US,2916,47
US,3237,100
US,2675,81
US,17213,221
US,24741,271
US,9093,79
US,4357,71
US,54948,694
US,10290,106
US,5137,66
US,4268,49
US,2852,61
US,1904,34
US,2835,89
US,5992,77
US,15280,345
US,2919,89
US,2671,41
US,9326,87
US,4275,86
US,2927,46
US,5276,93
US,3164,42
US,6023,83
US,12896,191
US,4966,58
US,13796,125
US,9654,133
US,18661,327
US,2712,36
US,2189,47
US,3284,94
US,8892,91
US,4720,41
US,5074,67
US,23806,226
US,7407,72
US,14749,160
US,3664,46
US,2429,41
US,12448,164
US,2558,37
US,21389,221
US,5018,60
US,9533,114
Ukraine,56559,1300
Ukraine,89026,2220
Ukraine,86071,2053
Ukraine,146435,3245
Ukraine,34623,1056
Ukraine,205901,5070
Ukraine,124799,2670
Ukraine,68229,1792
Ukraine,77912,1167
Ukraine,69318,1171
Ukraine,70416,1660
Ukraine,61100,1142
Ukraine,102471,2323
Ukraine,87473,1734
United Kingdom,4065,86
United Kingdom,3908214,112379
United Kingdom,4293,94
United Kingdom,234312,7668
Uzbekistan,99580,687
Venezuela,230147,2595
West Bank and Gaza,307569,3489
Zambia,94430,1275
Afghanistan,158056,7356
Albania,208899,3212
Antigua and Barbuda,4283,119
Argentina,5606745,117146
Armenia,344826,7968
Australia,166373,657
Austria,1274995,13701
Bahamas,24269,716
Barbados,28310,260
Belarus,697600,5561
Belgium,34451,28308
Benin,24935,161
Bosnia and Herzegovina,290471,13428
Brazil,88384,1851
Brazil,242040,6383
Brazil,126921,2021
Brazil,1270481,27501
Brazil,947476,24678
Brazil,370545,10376
Brazil,557679,14055
Brazil,625463,17089
Brazil,464121,9594
Brazil,645225,20440
Brazil,1505847,36441
Brazil,128793,2078
Brazil,278507,6057
Cambodia,120487,3012
Cameroon,109367,1851
Canada,13590,159
Canada,586606,11711
Central African Republic,12163,101
Chad,5703,181
Chile,104022,1556
Chile,30780,379
Chile,167522,2837
Chile,54788,1093
Chile,99250,1507
Chile,30154,508
Chile,109711,1861
Chile,73175,1628
Chile,44997,829
Chile,138058,3632
China,68317,4512
Colombia,7065,259
Colombia,790740,16894
Colombia,343360,9750
Colombia,107032,2583
Colombia,101817,2293
Colombia,1479622,27721
Colombia,23102,944
Colombia,16583,404
Colombia,267776,6859
Colombia,2573,35
Colombia,89855,3194
Colombia,47096,1441
Colombia,90974,3047
Colombia,235201,7522
Colombia,0,296
Colombia,427826,13324
Congo (Brazzaville),20089,367
Cote d'Ivoire,68146,712
Djibouti,13632,189
Dominica,6814,47
Dominican Republic,417268,4246
Ecuador,547186,33672
Egypt,384728,21727
Estonia,240334,1928
Eswatini,65832,1299
Fiji,53332,698
Finland,248958,1554
France,46382,636
France,48123,777
France,12826,281
Gambia,10136,342
Germany,1017426,12992
Germany,1328017,19678
Germany,330531,4016
Germany,47832,600
Germany,480091,8558
Germany,100597,1474
Germany,443516,6826
Germany,289684,5871
Ghana,141295,1287
Guinea-Bissau,6476,149
Guyana,39395,1052
Honduras,379402,10433
Iceland,27059,37
India,7720,129
India,2076979,14493
India,620573,6164
India,726738,12096
India,1007997,13600
India,1446415,25107
India,831078,10118
India,773361,10063
India,228770,3875
India,22173,219
India,793888,10533
India,6670754,141518
India,125778,2002
India,141400,542
India,129461,1881
India,681587,4025
India,1635034,19757
Indonesia,4262540,144088
Ireland,768449,5912
Israel,1380046,8243
Italy,101800,2638
Italy,109693,1610
Italy,526757,14207
Italy,1175906,35044
Italy,143385,3238
Italy,16245,512
Italy,100180,1301
Italy,61628,1422
Italy,303350,6968
Italy,87025,1726
Italy,367125,7498
Italy,364713,7549
Jamaica,93591,2470
Japan,107078,1161
Japan,5412,82
Japan,74785,627
Japan,22198,202
Japan,78886,1398
Japan,3490,53
Japan,9122,66
Japan,36175,292
Japan,6139,41
Japan,8952,97
Japan,8229,62
Japan,8187,84
Japan,15608,117
Japan,3291,66
Japan,383020,3175
Japan,4869,52
Japan,3607,56
Jordan,1047953,12372
Kenya,292237,5376
Kosovo,161442,2990
Latvia,275517,4561
Lesotho,28408,665
Liberia,6278,287
Libya,388183,5696
Liechtenstein,6131,69
Lithuania,517655,7373
Madagascar,50279,1027
Malawi,74201,2355
Malaysia,168186,2157
Malaysia,168664,1245
Malaysia,95031,767
Malaysia,128864,1393
Malaysia,7154,136
Malaysia,160987,1740
Malaysia,240500,2782
Malaysia,82545,705
Malaysia,10817,151
Maldives,95540,262
Mali,20670,658
Malta,51070,476
Mauritania,41154,863
Mexico,24292,2106
Mexico,23627,2296
Mexico,998578,40317
Mexico,101521,7796
Mexico,50852,3175
Mexico,202947,13382
Mexico,165860,17785
Mexico,50602,4951
Mexico,34592,2909
Mexico,209417,13734
Mexico,83957,5654
Mexico,100181,5664
Mexico,61139,4101
Mexico,75426,8992
Mexico,122898,9110
Mexico,74981,5723
Mongolia,389361,2059
Morocco,961058,14844
Netherlands,20710,189
Netherlands,63160,416
Netherlands,72273,305
Netherlands,97186,578
Netherlands,75432,332
Netherlands,229222,2052
Netherlands,477454,3530
Netherlands,513750,3089
Netherlands,200758,1334
Netherlands,5054,75
Netherlands,244627,1460
Netherlands,64033,354
Netherlands,707903,4850
Nicaragua,17487,217
North Macedonia,224507,7953
Norway,391214,1305
Oman,305489,4116
Pakistan,10429,186
Pakistan,181370,5928
Peru,81076,6760
Peru,26798,1525
Peru,117672,9762
Peru,35090,2158
Peru,103791,10107
Peru,89460,7098
Peru,14091,774
Peru,94472,12263
Peru,42157,4253
Peru,31494,1974
Peru,19556,1593
Philippines,2841260,51373
Portugal,1358817,18937
Qatar,249787,617
Russia,118969,6554
Russia,54164,607
Russia,80953,2401
Russia,121472,4382
Russia,96266,2879
Russia,76074,2423
Russia,30871,928
Russia,144702,6006
Russia,46457,3857
Russia,65791,3192
Russia,28589,475
Russia,11553,417
Russia,81994,1245
Russia,33979,727
Russia,32178,903
Russia,89903,1193
Russia,48606,1105
Russia,81875,2023
Russia,101223,2997
Russia,83901,2793
Russia,13638,347
Russia,29330,935
Russia,2028005,36702
Russia,640247,12057
Russia,91683,2769
Russia,3498,87
Russia,231117,9776
Russia,107849,3444
Russia,101605,1544
Russia,61398,2490
Russia,850379,27985
Russia,199648,6255
Russia,132770,5037
Russia,125492,6059
Russia,42617,1431
Russia,61695,674
Russia,78972,3235
Russia,81040,2922
Russia,128929,5510
Russia,61917,954
Russia,85357,1865
Russia,95815,1829
San Marino,7808,99
Sao Tome and Principe,3877,57
Saudi Arabia,555417,8875
Senegal,74870,1890
Sierra Leone,6983,123
Singapore,279061,827
Slovenia,462152,5583
Somalia,23532,1333
South Africa,3446532,91061
South Sudan,15242,135
Spain,944337,11478
Spain,96040,2157
Spain,130704,1065
Spain,628453,8090
Spain,149021,1136
Spain,59700,626
Spain,281580,6584
Spain,9285,131
Spain,52176,844
Spain,12793,121
Spain,124046,1295
Suriname,52269,1189
Sweden,32477,361
Sweden,5049,54
Sweden,48813,339
Sweden,25353,331
Sweden,39550,360
Sweden,47837,664
Sweden,30652,489
Sweden,320190,4568
Sweden,48238,555
Sweden,28522,203
Switzerland,1313628,12206
Syria,50243,2893
Tajikistan,17493,125
Tanzania,29306,737
Thailand,2220324,21672
Timor-Leste,19833,122
Togo,29416,246
Tunisia,724680,25556
US,39583,593
US,3819,81
US,4514,95
US,3591,102
US,23242,532
US,6121,147
US,3364,65
US,7370,173
US,1975,62
US,9342,194
US,13460,278
US,16638,297
US,3407,86
US,4750,137
US,15768,318
US,26789,269
US,16928,229
US,2581,69
US,77995,1394
US,3499,66
US,37329,796
US,23661,425
US,17766,365
US,1460,42
US,37476,655
US,4926,111
US,17711,117
US,12273,81
US,19909,465
US,8943,157
US,3618,107
US,862457,13641
US,26761,744
US,171383,3151
US,4590,81
US,2080,48
US,2963,77
US,4261,100
US,3547,76
US,25109,256
US,11500,193
US,3057,56
US,22050,239
US,2027,78
US,16720,421
US,11086,133
US,7334,171
US,2901,57
US,4741,47
US,3687,63
US,2891,44
US,2551,71
US,9332,157
US,1189,51
US,1489,42
US,1345,43
US,3450,81
US,5572,106
US,64984,966
US,20220,258
US,24304,415
US,5148,72
US,2041,48
US,6493,152
US,14665,210
US,5984,70
US,26491,338
US,4716,93
US,19424,172
US,11065,122
US,2743,49
US,162767,1918
US,7227,117
US,1669545,27625
US,27268,324
US,55007,641
US,14407,107
US,44771,489
US,395615,6049
US,33451,365
US,50847,568
US,164698,1962
US,4937,61
US,95133,1473
US,89497,1160
US,111853,1207
US,92569,1037
US,3087,56
US,100392,979
US,8634,97
US,1192,46
US,4788,122
US,115575,1096
US,124649,1399
US,10596,159
US,81365,1102
US,49744,399
US,5331,97
US,2267,48
US,4225,54
US,7025,144
US,4242,125
US,2042,43
US,1967,40
US,3542,50
US,124545,2696
US,18868,414
US,36134,522
US,94286,1211
US,41522,285
US,6079,62
US,84393,914
US,394240,3079
US,3030,45
US,21035,463
US,34675,352
US,170151,1483
US,58672,706
US,15050,114
US,3216,44
US,6160,45
US,8139,87
US,254488,1832
US,22795,306
US,131680,1009
US,7152,56
US,3714,45
US,754744,6472
US,11812,52
US,15871,127
US,242335,1310
US,76109,529
US,82193,802
US,141171,1671
US,59253,844
US,15128,284
US,9366,140
US,4664,48
US,185214,25507
US,79757,846
US,6529,56
US,13107,89
US,3590,108
US,7033,203
US,2936,71
US,3272,111
US,3593,72
US,27562,671
US,3178,89
US,6521,76
US,11596,225
US,3893,87
US,5100,125
US,8258,99
US,18196,371
US,10331,124
US,4903,110
US,46217,795
US,1525,36
US,127681,1463
US,8044,248
US,26538,322
US,5081,80
US,1734,62
US,1930,58
US,3491,93
US,4570,144
US,15628,252
US,19921,412
US,5022,142
US,15914,345
US,12116,208
US,3789,93
US,2997,74
US,150274,1579
US,7872,221
US,1205,83
US,3682,75
US,44185,538
US,3014,63
US,2799,94
US,1615,64
US,3704,101
US,9801,260
US,7832,135
US,5245,111
US,3307,121
US,4517,154
US,8046,151
US,6346,82
US,2375,44
US,29255,354
US,4440,115
US,4410,107
US,4089,74
US,1579,68
US,2734,77
US,1047,44
US,37495,763
US,1860,62
US,1314,58
US,7931,185
US,5592,177
US,1271,55
US,1825,50
US,1168,62
US,12390,176
US,16731,360
US,3317,126
US,5955,179
US,5085,135
US,23990,361
US,1333,62
US,3224,96
US,19607,270
US,12861,152
US,14698,216
US,7417,136
US,6745,146
US,45084,606
US,4066,45
US,2431,45
US,9362,42
US,3313,53
US,6610,113
US,17042,245
US,16257,169
US,3001,41
US,37529,223
US,3287,46
US,8266,108
US,9733,146
US,821472,11986
US,15900,156
US,5161,73
US,3105,59
US,3376,36
US,8612,95
US,5420,90
US,7536,150
US,4306,57
US,86289,948
US,21753,127
US,8838,184
US,19108,321
US,8541,121
US,8394,165
US,2704,53
US,30224,243
US,6365,108
US,6169,85
US,6034,104
US,34457,413
US,4871,82
US,4420,56
US,43669,637
US,8279,124
US,160,2433
US,2978,72
US,119193,1241
US,14352,201
US,5915,93
US,74996,955
US,2430,49
US,1975,51
US,8885,138
US,21896,299
US,5080,66
US,8836,122
US,9842,108
US,5152,112
US,18573,335
US,43519,589
US,4199,72
US,3285,47
US,7774,121
US,13300,273
US,5202,107
US,57850,509
US,7650,107
US,10029,182
US,18457,347
US,8678,98
US,3688,57
US,6751,113
US,5032,70
US,30799,488
US,7704,119
US,19356,282
US,84536,1350
US,8849,205
US,23820,495
US,7188,123
US,11595,208
US,2034,56
US,3654,77
US,2697,34
US,2775,45
US,4463,46
US,7046,90
US,3465,36
US,5506,82
US,34562,304
US,2724,68
US,0,651
US,37825,511
US,6865,130
US,13386,205
US,1323,44
US,4608,63
US,24249,399
US,4363,74
US,3511,44
US,5156,49
US,2477,72
US,8831,137
US,2315,50
US,8991,121
US,3718,49
US,3295,61
US,7448,110
US,2000,35
US,2000,37
US,2766,60
US,2667,83
US,4469,57
US,1431,42
US,4430,67
US,3224,80
US,1983,54
US,4014,69
US,6067,103
US,1536,43
US,2685,67
US,2690,47
US,6513,78
US,3060,80
US,2191,44
US,7089,157
US,9339,112
US,8033,128
US,3010,45
US,2030,40
US,12935,140
US,4076,78
US,6985,128
US,3527,61
US,8758,94
US,7851,97
US,4773,62
US,5435,61
US,3238,51
US,92698,971
US,2226,35
US,3644,44
US,13839,174
US,9009,66
US,1476,34
US,9999,185
US,5444,53
US,4326,82
US,4135,57
US,24378,231
US,3828,42
US,10092,129
US,2279,47
US,3465,51
US,2701,53
US,5625,70
US,2348,34
US,5484,76
US,2981,61
US,11261,174
US,6300,48
US,20109,313
US,1748,34
US,58442,474
US,8397,114
US,5067,41
US,7978,139
US,5379,106
US,2668,35
US,7618,110
US,3985,56
US,138406,1834
US,9428,112
US,4158,78
US,28334,317
US,2679,47
US,14078,177
US,1900,42
US,2451,37
US,5635,98
US,18597,213
US,2632,35
US,3045,81
US,4933,94
US,2205,50
US,2649,68
US,5007,91
US,11759,112
US,12099,223
US,12178,222
US,3536,45
US,4477,46
US,4341,62
US,10004,75
US,3760,72
US,3415,43
US,28853,303
US,2676,45
US,9784,141
US,4137,37
US,11132,256
US,23642,250
US,2641,100
US,23722,413
US,1879,48
US,4731,145
US,4031,79
US,2317,55
US,33901,608
US,4129,85
US,22876,483
US,1516,49
US,4844,99
US,3844,70
US,7060,173
US,10869,195
US,8627,222
US,4731,79
US,2244,53
US,2798,58
US,15358,157
US,28016,274
US,3747,45
US,4443,64
US,6440,72
US,23677,190
US,11735,294
US,64699,833
US,79780,1426
US,7292,102
US,4179,57
US,30636,417
US,29176,295
US,124006,1786
US,5140,83
US,3684,57
US,12115,179
US,3693,64
US,13116,250
US,13117,342
US,105028,2061
US,5481,129
US,85731,1752
US,15701,344
US,208865,4124
US,84862,1951
US,79194,1667
US,136536,1995
US,1413,56
US,20295,279
US,4545,114
US,2358,51
US,10746,131
US,25487,396
US,3412,52
US,5132,64
US,7154,135
US,5119,93
US,18365,326
US,4549,60
US,72131,1343
US,12257,180
US,8229,173
US,5668,73
US,42204,581
US,3801,112
US,1873,71
US,11410,161
US,40210,548
US,2527,48
US,122989,1246
US,33099,356
US,2533,62
US,6390,85
US,28784,163
US,13531,182
US,1342,41
US,8839,129
US,199302,3116
US,4925,84
US,3886,62
US,4299,79
US,55516,646
US,3916,35
US,3646,101
US,12724,183
US,30663,663
US,10890,160
US,12731,211
US,277665,6482
US,5056,85
US,71618,676
US,8803,111
US,10048,140
US,5031,66
US,6115,80
US,11021,100
US,13171,113
US,76390,655
US,8525,103
US,9243,109
US,203703,2179
US,7849,97
US,8500,114
US,10530,118
US,5074,41
US,5621,66
US,4235,52
US,7172,87
US,5724,62
US,25067,139
US,10556,144
US,5677,48
US,6357,91
US,3034,49
US,2877,52
US,12539,148
US,3409,37
US,20962,153
US,32941,449
US,4280,35
US,45954,406
US,28702,259
US,6329,115
US,3541,90
US,1633,40
US,3018,51
US,3483,74
US,1379,40
US,3069,96
US,14459,263
US,8103,132
US,35987,567
US,36307,654
US,5150,112
US,25614,396
US,994,35
US,14546,250
US,11225,140
US,2371,43
US,4315,92
US,17850,248
US,5785,136
US,4557,115
US,6976,210
US,4056,84
US,10101,244
US,2203,57
US,5435,87
US,4896,117
US,2784,54
US,3760,67
US,4519,109
US,5000,120
US,4113,98
US,1793,40
US,6804,99
US,2157,49
US,3278,93
US,2674,48
US,4938,94
US,4936,97
US,2026,42
US,2764,63
US,3044,72
US,8665,98
US,7054,151
US,17537,225
US,14933,211
US,3602,100
US,14748,235
US,4140,78
US,48930,847
US,1890,58
US,4053,66
US,1359,45
US,67362,884
US,39372,459
US,76832,1000
US,5812,91
US,5820,139
US,2033,58
US,2657,41
US,3978,61
US,3541,71
US,8625,169
US,7293,74
US,5869,82
US,4298,85
US,3769,65
US,2160,52
US,13760,228
US,154468,2739
US,2763,34
US,10027,178
US,3533,73
US,3587,87
US,6037,75
US,1837,37
US,6544,119
US,17154,283
US,21480,225
US,2505,63
US,4830,86
US,3659,73
US,18124,192
US,5518,128
US,1633,40
US,6375,118
US,32133,473
US,4835,46
US,9069,57
US,7381,62
US,103128,718
US,11453,117
US,50996,170
US,6476,60
US,7068,44
US,6434,50
US,9668,180
US,7362,137
US,70048,1016
US,4694,84
US,20874,168
US,44420,405
US,19217,165
US,16307,251
US,147588,3212
US,16074,200
US,78029,1347
US,10185,215
US,45926,904
US,101935,2081
US,16475,277
US,98677,1334
US,15403,233
US,4447,158
US,1731,55
US,40795,603
US,12606,227
US,9142,145
US,6329,95
US,1493,64
US,40432,439
US,6957,137
US,33130,462
US,11314,120
US,9744,57
US,6898,121
US,7164,91
US,5454,58
US,44904,534
US,146707,2240
US,3624,48
US,13131,118
US,4740,41
US,8976,115
US,8306,176
US,33937,468
US,69885,880
US,13970,142
US,17021,147
US,0,376
US,409397,10557
US,30360,267
US,14558,216
US,313688,3802
US,12011,102
US,7585,78
US,22112,312
US,8986,105
US,12231,125
US,2368,36
US,30060,376
US,4079,58
US,7915,139
US,2673,54
US,18381,253
US,32796,452
US,17033,253
US,14896,231
US,9180,83
US,20105,324
US,7550,82
US,10721,199
US,39360,269
US,8661,127
US,59258,616
US,11280,64
US,76722,943
US,8523,146
US,20392,279
US,8495,160
US,3020,73
US,8079,90
US,33220,348
US,36576,347
US,10242,119
US,17086,119
US,5388,87
US,3172,66
US,3886,75
US,9335,139
US,4900,110
US,31348,300
US,13679,112
US,32335,146
US,7862,155
US,14256,223
US,28922,488
US,12219,347
US,12137,144
US,6207,110
US,13057,212
US,14566,256
US,7804,104
US,152847,920
US,2690,36
US,7532,44
US,18581,332
US,12038,205
US,14224,243
US,7299,88
US,3472,36
US,39497,284
US,2202,47
US,2617,44
US,15183,234
US,20826,364
US,9140,164
US,6536,99
US,25021,406
US,7302,114
US,18964,369
US,8393,162
US,7993,125
US,31075,197
US,27793,311
US,5576,78
US,7982,134
US,5134,82
US,26672,399
US,5429,118
US,4776,85
US,4312,152
US,9841,186
US,30747,365
US,7783,124
US,52840,694
US,71097,1069
US,14919,208
US,7439,106
US,2606,65
US,18285,226
US,2414,50
US,6462,109
US,3587,61
US,13338,163
US,5057,81
US,7016,147
US,6696,129
US,8224,142
US,5077,109
US,40358,444
US,22583,267
US,4162,81
US,5150,63
US,4248,84
US,25428,312
US,9625,200
US,2869,52
US,47093,643
US,3342,36
US,7926,168
US,10966,220
US,9044,200
US,8465,172
US,5272,118
US,6686,127
US,1467,34
US,7280,133
US,5944,139
US,2837,57
US,14243,279
US,2900,69
US,12814,127
US,8217,156
US,4507,42
US,8297,869
US,9041,210
US,4194,55
US,2310,36
US,6767,43
US,35476,428
US,4755,61
US,2006,40
US,26067,215
US,14269,315
US,10997,266
US,32273,383
US,15971,206
US,6040,94
US,42126,547
US,65814,902
US,15664,187
US,10507,157
US,18097,274
US,11826,274
US,22902,496
US,90889,1552
US,32618,614
US,11733,231
US,65963,962
US,14412,259
US,15075,259
US,43415,756
US,77947,1582
US,41026,627
US,29444,549
US,8443,202
US,12441,297
US,3797,146
US,29398,596
US,90442,1552
US,14431,334
US,27038,400
US,52874,1069
US,21667,443
US,6304,113
US,9192,238
US,25739,416
US,57829,879
US,6788,150
US,224017,4254
US,7101,73
US,2574,78
US,26007,554
US,5702,86
US,6207,172
US,8932,200
US,5594,180
US,7543,140
US,58808,1119
US,3764,87
US,84916,1195
US,11558,58
US,18649,192
US,4234,54
US,28698,368
US,71118,754
US,6942,124
US,5937,192
US,12815,239
US,3542,95
US,10329,190
US,113552,1564
US,66648,931
US,4098,82
US,13195,218
US,17531,247
US,5118,86
US,29785,510
US,2672,62
US,65641,1280
US,17795,312
US,5062,113
US,5853,131
US,5778,41
US,2146,40
US,6450,91
US,4533,72
US,2224,35
US,4942,76
US,2671,55
US,1769,45
US,1542,62
US,4438,44
US,14409,265
US,25852,325
US,8026,128
US,6129,127
US,7700,90
US,3806,80
US,8241,168
US,11365,213
US,3503,75
US,12041,275
US,135941,1384
US,2567,49
US,8570,165
US,11335,214
US,4797,91
US,15255,288
US,14070,288
US,5462,96
US,5949,110
US,11519,240
US,4106,82
US,5030,92
US,4207,63
US,85554,1065
US,2065,34
US,2628,48
US,7038,133
US,9928,146
US,19389,362
US,2365,46
US,10353,196
US,36010,471
US,4109,57
US,32414,213
US,1706,41
US,7410,130
US,10791,184
US,6070,89
US,3206,59
US,4431,64
US,30945,544
US,38033,583
US,3426,79
US,3694,64
US,1362,43
US,4283,47
US,6769,107
US,44659,322
US,2697,67
US,8960,211
US,15008,191
US,339887,5341
US,2591,59
US,13565,351
US,3390,61
US,7846,134
US,8919,158
US,2006,59
US,68329,1838
US,9208,59
US,141074,1217
US,2724,56
US,21406,479
US,2426,67
US,5394,109
US,1132,41
US,2034,61
US,167363,3136
US,35546,491
US,3746,95
US,1460,37
US,2846,73
US,4261,78
US,3643,88
US,17115,530
US,19691,587
US,5533,110
US,25841,348
US,8368,203
US,10652,215
US,4668,141
US,10261,216
US,6407,153
US,3006,90
US,4407,108
US,33485,736
US,7436,183
US,30603,592
US,5439,102
US,4446,133
US,1457,41
US,9126,221
US,3685,71
US,3057,54
US,13606,364
US,3761,111
US,71439,1099
US,2613,46
US,1227,55
US,6310,162
US,980,40
US,44547,770
US,1041,43
US,3288,99
US,1775,58
US,8261,239
US,9247,195
US,14085,306
US,5048,130
US,25807,356
US,2411,58
US,6084,220
US,1534,57
US,3835,60
US,18559,228
US,1786,56
US,8428,191
US,986,77
US,7323,301
US,38011,837
US,1321,37
US,24329,618
US,6163,105
US,1728,64
US,2586,73
US,6069,158
US,8445,233
US,13266,357
US,2092,35
US,5003,114
US,83809,752
US,7862,144
US,3101,74
US,2289,46
US,2601,56
US,15365,128
US,226602,1314
US,2863,45
US,7242,61
US,9227,82
US,144502,656
US,51344,363
US,16325,138
US,5342,56
US,9055,89
US,2501,87
US,4845,63
US,25386,283
US,11910,142
US,11337,176
US,2701,58
US,2873,41
US,8275,157
US,4767,58
US,4703,113
US,6159,64
US,3040,71
US,8044,95
US,3721,62
US,113641,1209
US,1293,36
US,7298,129
US,1772,44
US,4527,126
